material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes,shear_modulus_gpa,bulk_modulus_gpa,band_gap_ev,formation_energy_per_atom,data_completeness_score
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00092,matbench_dielectric_92,matbench_dielectric_92,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7483560850124324,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00093,matbench_dielectric_93,matbench_dielectric_93,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5010968003219318,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00094,matbench_dielectric_94,matbench_dielectric_94,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0392252613840065,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00095,matbench_dielectric_95,matbench_dielectric_95,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.451418976837701,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00096,matbench_dielectric_96,matbench_dielectric_96,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.454645120311013,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00097,matbench_dielectric_97,matbench_dielectric_97,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.0,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00098,matbench_dielectric_98,matbench_dielectric_98,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8294292370390646,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00099,matbench_dielectric_99,matbench_dielectric_99,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3709354693875584,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00100,matbench_dielectric_100,matbench_dielectric_100,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6240468999795952,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00101,matbench_dielectric_101,matbench_dielectric_101,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0405490274270153,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00102,matbench_dielectric_102,matbench_dielectric_102,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6771061490597114,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00103,matbench_dielectric_103,matbench_dielectric_103,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.271348718272904,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00104,matbench_dielectric_104,matbench_dielectric_104,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3854807342196946,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00105,matbench_dielectric_105,matbench_dielectric_105,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1582774767547077,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00106,matbench_dielectric_106,matbench_dielectric_106,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3895555264173876,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00107,matbench_dielectric_107,matbench_dielectric_107,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3035334618125787,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00108,matbench_dielectric_108,matbench_dielectric_108,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.113721280372387,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00109,matbench_dielectric_109,matbench_dielectric_109,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7614708815835323,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00110,matbench_dielectric_110,matbench_dielectric_110,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6635447558970484,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00111,matbench_dielectric_111,matbench_dielectric_111,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5213994654045815,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00112,matbench_dielectric_112,matbench_dielectric_112,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7202859258468248,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00113,matbench_dielectric_113,matbench_dielectric_113,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.81589940984259,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00114,matbench_dielectric_114,matbench_dielectric_114,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.314658002095917,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00115,matbench_dielectric_115,matbench_dielectric_115,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8430924477861583,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00116,matbench_dielectric_116,matbench_dielectric_116,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4898545790270756,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00117,matbench_dielectric_117,matbench_dielectric_117,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.339277973734212,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00118,matbench_dielectric_118,matbench_dielectric_118,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.699608860557401,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00119,matbench_dielectric_119,matbench_dielectric_119,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6108441886166378,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00120,matbench_dielectric_120,matbench_dielectric_120,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5332039438161322,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00121,matbench_dielectric_121,matbench_dielectric_121,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.977921085486728,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00122,matbench_dielectric_122,matbench_dielectric_122,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9011306991125627,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00123,matbench_dielectric_123,matbench_dielectric_123,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2661178257098635,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00124,matbench_dielectric_124,matbench_dielectric_124,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2153718273313205,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00125,matbench_dielectric_125,matbench_dielectric_125,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4708035804841506,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
matbench_dielectric_00126,matbench_dielectric_126,matbench_dielectric_126,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.796831748754828,Matbench reference row from matbench_dielectric; benchmark/reference screening.,,,,,20.0
