material_id,material_name,formula,material_family,material_subfamily,family,source_dataset,source_type,source_trust_score,used_for_ml_training,model_registry_eligible,application_subsystem,recommendation_basis,engineer_reviewed,dielectric_constant,notes
matbench_dielectric_00000,matbench_dielectric_0,matbench_dielectric_0,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.752063640396657,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00395,matbench_dielectric_395,matbench_dielectric_395,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8765712228276215,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00396,matbench_dielectric_396,matbench_dielectric_396,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6264896761635674,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00397,matbench_dielectric_397,matbench_dielectric_397,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5980884414407945,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00398,matbench_dielectric_398,matbench_dielectric_398,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.236760726405336,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00399,matbench_dielectric_399,matbench_dielectric_399,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5703709752794084,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00400,matbench_dielectric_400,matbench_dielectric_400,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9396056300186384,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00401,matbench_dielectric_401,matbench_dielectric_401,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,5.310262328736687,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00402,matbench_dielectric_402,matbench_dielectric_402,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.663080922538144,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00403,matbench_dielectric_403,matbench_dielectric_403,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1122009847550007,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00404,matbench_dielectric_404,matbench_dielectric_404,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.919793999582847,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00405,matbench_dielectric_405,matbench_dielectric_405,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.814122953959193,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00406,matbench_dielectric_406,matbench_dielectric_406,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5394804318330149,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00407,matbench_dielectric_407,matbench_dielectric_407,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5964209177224782,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00408,matbench_dielectric_408,matbench_dielectric_408,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.2367720080920332,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00409,matbench_dielectric_409,matbench_dielectric_409,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.341882184768923,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00410,matbench_dielectric_410,matbench_dielectric_410,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.032404159281974,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00411,matbench_dielectric_411,matbench_dielectric_411,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4761436244485155,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00412,matbench_dielectric_412,matbench_dielectric_412,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.4453350103226854,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00413,matbench_dielectric_413,matbench_dielectric_413,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7517056449833883,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00414,matbench_dielectric_414,matbench_dielectric_414,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6193309317945688,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00415,matbench_dielectric_415,matbench_dielectric_415,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.394573161955062,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00416,matbench_dielectric_416,matbench_dielectric_416,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7520559351801528,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00417,matbench_dielectric_417,matbench_dielectric_417,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2427307016224662,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00418,matbench_dielectric_418,matbench_dielectric_418,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.023342284439289,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00419,matbench_dielectric_419,matbench_dielectric_419,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6238117707008712,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00420,matbench_dielectric_420,matbench_dielectric_420,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.912151754786568,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00421,matbench_dielectric_421,matbench_dielectric_421,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1093442898969204,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00422,matbench_dielectric_422,matbench_dielectric_422,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9440406374353278,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00423,matbench_dielectric_423,matbench_dielectric_423,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.841679849123258,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00424,matbench_dielectric_424,matbench_dielectric_424,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.629345736110031,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00425,matbench_dielectric_425,matbench_dielectric_425,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5131518980811764,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00426,matbench_dielectric_426,matbench_dielectric_426,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.9986769304700585,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00427,matbench_dielectric_427,matbench_dielectric_427,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.764238659009433,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00428,matbench_dielectric_428,matbench_dielectric_428,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5724535629109684,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00429,matbench_dielectric_429,matbench_dielectric_429,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8653172205641948,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00430,matbench_dielectric_430,matbench_dielectric_430,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.800725779604805,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00431,matbench_dielectric_431,matbench_dielectric_431,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5677398806349645,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00432,matbench_dielectric_432,matbench_dielectric_432,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2598399648352685,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00433,matbench_dielectric_433,matbench_dielectric_433,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6426119444348395,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00434,matbench_dielectric_434,matbench_dielectric_434,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.478829700298634,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00435,matbench_dielectric_435,matbench_dielectric_435,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8308372401718291,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00436,matbench_dielectric_436,matbench_dielectric_436,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4939879517586478,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00437,matbench_dielectric_437,matbench_dielectric_437,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,12.891263191130154,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00438,matbench_dielectric_438,matbench_dielectric_438,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.017576929553534,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00439,matbench_dielectric_439,matbench_dielectric_439,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.516849750514851,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00440,matbench_dielectric_440,matbench_dielectric_440,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7817616750471053,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00441,matbench_dielectric_441,matbench_dielectric_441,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.3507873149223855,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00442,matbench_dielectric_442,matbench_dielectric_442,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.8554555595145183,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00443,matbench_dielectric_443,matbench_dielectric_443,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5270887335056853,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00444,matbench_dielectric_444,matbench_dielectric_444,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1841239281078657,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00445,matbench_dielectric_445,matbench_dielectric_445,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.0,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00446,matbench_dielectric_446,matbench_dielectric_446,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6705722857345267,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00447,matbench_dielectric_447,matbench_dielectric_447,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.0739387573118586,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00448,matbench_dielectric_448,matbench_dielectric_448,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,4.355800997903064,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00449,matbench_dielectric_449,matbench_dielectric_449,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5310127367203703,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00450,matbench_dielectric_450,matbench_dielectric_450,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5075953953272982,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00451,matbench_dielectric_451,matbench_dielectric_451,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3426342266852485,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00452,matbench_dielectric_452,matbench_dielectric_452,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.8452885032394635,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00453,matbench_dielectric_453,matbench_dielectric_453,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4449913494550757,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00454,matbench_dielectric_454,matbench_dielectric_454,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.542509652554604,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00455,matbench_dielectric_455,matbench_dielectric_455,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,8.322433898806286,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00456,matbench_dielectric_456,matbench_dielectric_456,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.365286733851381,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00457,matbench_dielectric_457,matbench_dielectric_457,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.1287804803063497,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00458,matbench_dielectric_458,matbench_dielectric_458,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.622592419725185,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00459,matbench_dielectric_459,matbench_dielectric_459,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2219750973702053,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00460,matbench_dielectric_460,matbench_dielectric_460,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.770198548849521,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00461,matbench_dielectric_461,matbench_dielectric_461,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2818953379446074,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00462,matbench_dielectric_462,matbench_dielectric_462,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3263986328911455,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00463,matbench_dielectric_463,matbench_dielectric_463,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9119105627617627,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00464,matbench_dielectric_464,matbench_dielectric_464,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.95348159278078,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00465,matbench_dielectric_465,matbench_dielectric_465,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.6357484328081155,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00466,matbench_dielectric_466,matbench_dielectric_466,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.4591093173576821,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00467,matbench_dielectric_467,matbench_dielectric_467,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7818750423827892,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00468,matbench_dielectric_468,matbench_dielectric_468,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.80583849407046,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00469,matbench_dielectric_469,matbench_dielectric_469,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.3879241093566077,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00470,matbench_dielectric_470,matbench_dielectric_470,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.241734744938987,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00471,matbench_dielectric_471,matbench_dielectric_471,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.334291322512941,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00472,matbench_dielectric_472,matbench_dielectric_472,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.5419268248958315,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00473,matbench_dielectric_473,matbench_dielectric_473,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4000912482653654,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00474,matbench_dielectric_474,matbench_dielectric_474,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.539747923092175,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00475,matbench_dielectric_475,matbench_dielectric_475,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.383538126399492,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00476,matbench_dielectric_476,matbench_dielectric_476,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4789492397653756,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00477,matbench_dielectric_477,matbench_dielectric_477,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.6428926235433656,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00478,matbench_dielectric_478,matbench_dielectric_478,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.7014699527173553,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00479,matbench_dielectric_479,matbench_dielectric_479,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,3.3483423759625697,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00480,matbench_dielectric_480,matbench_dielectric_480,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.0124451959411633,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00481,matbench_dielectric_481,matbench_dielectric_481,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.060352882396605,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00482,matbench_dielectric_482,matbench_dielectric_482,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4374430591639813,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00483,matbench_dielectric_483,matbench_dielectric_483,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.6828874987156275,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00484,matbench_dielectric_484,matbench_dielectric_484,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.435326535258328,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00485,matbench_dielectric_485,matbench_dielectric_485,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.6771101957147794,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00486,matbench_dielectric_486,matbench_dielectric_486,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.2784206518258796,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00487,matbench_dielectric_487,matbench_dielectric_487,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4603113624092385,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00488,matbench_dielectric_488,matbench_dielectric_488,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.585792270594579,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00489,matbench_dielectric_489,matbench_dielectric_489,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.5941644126770416,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00490,matbench_dielectric_490,matbench_dielectric_490,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.4457458984939606,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00491,matbench_dielectric_491,matbench_dielectric_491,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.314519388535018,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00492,matbench_dielectric_492,matbench_dielectric_492,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,1.9785741499035785,Matbench reference row from matbench_dielectric; benchmark/reference screening.
matbench_dielectric_00493,matbench_dielectric_493,matbench_dielectric_493,Matbench material,matbench_dielectric,Matbench material,matbench_dielectric,public_benchmark,85,False,True,Electronics / Thermal Interface,benchmark/reference screening,False,2.490724058046844,Matbench reference row from matbench_dielectric; benchmark/reference screening.
